Playlist Link,Track URL,Source,Collection
https://open.spotify.com/playlist/3y4FGESAZMzH9EWgbRHXue,https://open.spotify.com/track/3NqZ5qkXdhHEeXtH68IObM?si=1215fd81417449af,FREE.99,
https://open.spotify.com/playlist/3y4FGESAZMzH9EWgbRHXue,https://open.spotify.com/track/5kRixEuIsc1phIRAj8OIyE?si=a62be96c0955454d,FREE.99,"5,092"
https://open.spotify.com/playlist/3y4FGESAZMzH9EWgbRHXue,https://open.spotify.com/track/7MC84xxMxGC3eksqB8ecLD?si=94370252b05b44ed,Big Bankkz Ent,"87,223"
https://open.spotify.com/playlist/3y4FGESAZMzH9EWgbRHXue,https://open.spotify.com/track/4es8IKXhtwtq72KvRh05b1?si=4e70068feab64743,THE DAY WILL COME,"215,555"
,,,
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/7MC84xxMxGC3eksqB8ecLD?si=cd2ee93bccff4ab7,Big Bankkz Ent,"87,223"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/4ps3Qy0k3EQlPeVp4Co4vK?si=d28f31c1de00492b,MikeBrew,"2,208"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/1dTbqVv31gN8bopB1s4Y1W?si=6a4fa7e5259f417a,Jaydon Pohio,
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/7cZUZB7Spo2CdGJMLBUIIA?si=a7fb2bda454e421f,New Horizons Label,"148,744"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/1eXNWfQBg4toM8LcM0VE10?si=af9f6ae4cc3e4afe,Siren Productions,"25,146"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/3iQBlVDdfTRJTF9NdAE2Om?si=ed34be50ae554bb6,goodboy noah,"25,275"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/6dqENHGiOE8fZP6CoaFTt1?si=67f166adf6c14f94,Fluorescent Rain Records,"36,527"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2hw0G2FOrXdd22TMwGvIAF?si=a9ec7c67f1b4441b,Abu Recordings,"4,753"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/5zeMnXrvnJH6cVLtexR74S?si=cb049128e8b64157,Royal Target,"24,831"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/1O1OOYxK8BqgTYENpj3cE2?si=3021e13643e34355,Rockshots Records,"75,323"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/6s8Lr8JPVbpnqVj8WdiCbv?si=1765ddeb587e4008,LOST PACIFIC music,"31,686"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/1C69dPStVzQhWWo5CbIEHO?si=3c99e013e68c4f8b,Floyd,"25,269"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/3nT731QXaKuwz0wObzQLPG?si=9ca3f1e0e09745bf,Isotopes Music,"437,030"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/7p2VRFs3ZvrcpvD10n6zwP?si=46fa51576fdc4fbc,Floyd,"25,154"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/3lnmCyvR0DiVvSrRrzPaqM?si=dcf8eebdb3e54006,Isotopes Music,"31,704"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2ZK8hzFUoKJVk7JPchM4KV?si=b8ed6ce38e4c4bb8,Floyd,"24,647"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/152LgUEiHdeOUW71LorSCy?si=783608e3d6d946e0,Desire Music,"17,905"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/6BrExvtgNejnOMRi1bYSfu?si=b24d6475bd0845fa,Floyd,"37,266"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/3zLIzJ2WqkbPKPoG8lJ1Q8?si=3c0b28a15a36401c,The Landing Strip Records,"3,311"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/1ZGI56KwuJeCbEwbb2lCFn?si=b7e9eda6669d4a3d,1254610 Records DK,"13,430"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2esNCniAVnZ1YUVU5cl2Ea?si=432f2eaf5dca4ff6,Longliveadamariz,"4,534"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0bfWhqsDaAMVFagtMyVDP9?si=be463f58845b47fa,Blakk Mantra,"95,466"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2Lh8mONFXQoYMb4JR2zYsV?si=831fc0b9a9bb4b48,Doomy Music,"10,137"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0jwIedF4UTYTIawo4MXLA5?si=72d89fd82a074ca1,I.C.H.O.R Music,"1,885"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/7cVuyuuDVhUwc17cdsluNI?si=fd169e97efae4361,Who Nex Music,"50,404"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/7pUGMPvVaqtCflULO3FhMD?si=346d2195ae064461,New Nairobi Records,
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2eaqdiJq6nirXrb2xTzY2C?si=5722166ff37a42bf,Chase Davidson,"2,074"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/4es8IKXhtwtq72KvRh05b1?si=1e9e3c7dace24ab1,THE DAY WILL COME,"215,555"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/66Ebo4kHh31nRTlpHzPA2R?si=e64e87d734cd44d7,Onomaly Records,"10,755"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/65EAmsSBkb7jLMctcleEh0?si=589e7b3d28634445,CBMuzik,"12,071"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0UgcvfE5sd8uWtz0kBwpzL?si=cab923db7f9c4f4f,Ve M. Entertainment,"13,165"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0JdOyPvKligKScdTYRoCWb?si=6d60d41cc4084231,JULIANA.,"60,298"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0gVBgnAvxz7cd2xFqFFRtT?si=54e65424bcc34999,1461303 Records DK,"414,962"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/5Jm5ljcltZ574HVfiFBFR9?si=f8687a49848c456e,The Dream Team Records,"117,410"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/5hUIRUOBbuG1O1CHx67kWc?si=910fb4841a4b4148,ALL,"10,880"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/550s7ycsVMS0oJIdT9X0om?si=3d59a164d6444e67,Sonic Mud Records,"3,874"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2oJ3Xc68dfuhw3rRebOGKT?si=b928579f5a2847ae,Shae Brock,"145,249"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0ymAzWD4QTvB0bsAg4WAhN?si=b331e139378f4bcc,"Berkley Monroe Entertainment, LLC","80,132"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/29jYFiOZ43gRLagoOB6Fs5?si=a42571de7a20497b,flex creek,"9,632"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/4jqoGc66DS0TzJuXrKpKsx?si=02fd21443d5b4b56,Drew Austin,"12,123"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2J1xeCm20NthdHhPogtgz8?si=bf27f03daee94128,Larenzo Dutoni,"7,874"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/55uUFewoB2FzXqMx2ZqkQL?si=c242c64897964b1c,Stephanie Heitz,"5,765"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/6VgoqJeMSyTXXEGMpQ3rB7?si=af22cc4e76614bfc,Beachbums,"12,641"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/5bSeIISxf9qsORBjc4BATA?si=8f575caedfd74a4d,OMAX6MUM,"562,135"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0fYXicOYEBxH7LWblrR4Df?si=dad7688c7c224b48,Olaars & Will Philips 2021,"15,767"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/7IdiK6e8AT6MyBVgY7hxCn?si=6d3dcac957654335,Matt Nation Music,"366,118"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/4cGMiB2nQFFmdTOPep48q5?si=188ddeb39fb64591,Young Fellas Entertainment,"35,460"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/4St7cy6fyAS6EezifYMPlb?si=152d3a5661624a1a,The Mania Family,"51,094"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2dA9f8uzHIxYqJVwYuH78n?si=ac47ccd788b54a5f,Alone Always Records,"9,121"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/61IZ6LmgRjZBR3wLI7Hw28?si=0f1f1ab0cdc64838,DZiggaOne x Majick,"6,590"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/2nzrRoavPN4uhAMGyH0C1U?si=02c832ffdb854409,Jake Inzerra,"25,590"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/7r4HChpUOpIVIdw890AntH?si=dc81be1991db4fd8,EDGEOUT Records,"460,950"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/4DstbzLXGqIjappUFTHzA7?si=63e09a3135d740f1,iii EXIST Records,"2,090"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/4JthTttJEYjnGtp4ynGuKV?si=92c03714f13c4f50,1806925 Records DK,"13,527"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/4NvYU3hfAbQ3EABh6871sO?si=33d7405d1150457e,Lauterhaus,"28,086"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/21vt7VzMFdb3AITnZNKilX?si=85fd93d7650044b0,recordJet,"6,625"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0BOVCbC1tnrApuPqt8gV9g?si=7b58433713e641c9,ALL,"11,676"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/605eRzdL4h14sq2oRRgFeJ?si=1b50c12096e9452d,Yung kash capre,"23,361"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/0t4razhAERhpA6NlWqZw7e?si=f2765fee63564a69,The Landing Strip Records,"10,020"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/3ppnOQNvev8G46FDpiWcYU?si=e2415519a7674780,Moyo Productions,"21,116"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/6QaVJr3nvx8WzNXYLEauLI?si=e54b8977be744158,Astasis,"5,407"
https://open.spotify.com/playlist/3nOGCxbVTv3OsPpQkvCfnl,https://open.spotify.com/track/1kq6NHWQ1lcSO3VBWV6fMI?si=84fc3046322847b3,OMAX6MUM,"231,701"
,,,
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/5CsOAN94Ojc0blYPRmMhhc?si=2e87792432aa44a9,Ariyata,"1,304"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/6yBadu5mEpVD3BvDAPJKOG?si=e0a10c5e6a854806,Azai LLC,"23,771"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/3KezsIF5wd1MAH6Wz7Vq9X?si=934906b24dd448cf,Bleeding Nose Records,"198,100"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/68BkLSQn09gE7amo0Io7ot?si=9ab53fd2d3374d80,Big Mood Records,"70,447"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/1StvjUv82dyPlfqMgAVquv?si=b51054b1d2b745ea,NAVY JONEZ LOCKER,"1,132"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/4AZriP5u26LoWGoyfusMhL?si=278ec3c2deaa4b89,Eliimusic,"178,031"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/7lP43O7Iu1HqcqbCRH08vi?si=9ddcb3fc2cb5495b,Positive Vibes Only,"13,429"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/00Es2Y1F8kLMhpADC4i3TC?si=54d3619047394b7a,Sydney Shea,"74,213"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/1TJ9CHzEBaDKj2Mge7ECEk?si=e6da1a481de9491f,Hunter Braham,"15,093"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/0N8VFnwig5n5Vi5ufUkNJL?si=d36700598307466b,Follow Deep,"149,034"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/0WVCavEJnWnx7VywMfjnlk?si=ac6fa3809b664b77,B Natural Studios,"116,912"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/2iNvdt7uH1Z55NDdesJ3Wq?si=f26461b6e66e44cd,Independent Hustle,"26,854"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/3Ud0fLzyv8vli5XS4W9bEn?si=cfba8b83a8c34a16,Independent Hustle,"21,649"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/0GhfEFb99HgJxdZJuXqpiE?si=a6265f1b65be4a6f,Under8ed Records,"24,640"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/41Tuqn9diSYqrocVdUbrCg?si=1a3b7b2db5884ce3,Dr M Records,"93,420"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/0FdyRBp5uLAnpzx7036TCj?si=48223b7b84ca424e,Amara Records,"36,005"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/6p0WSfn4Ve91iCqYZu2k7O?si=54a2c60bda004667,Bleeding Nose Records,"648,892"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/2BrCeorJ17Uq1joiX7Dtt7?si=661fda7c66c74523,Diamond 6,"719,964"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/0F0P2h69YMA4jRS4H9KStA?si=77d6c4bd526d43cd,London Ent / Heavy Hustle Music Group,"357,976"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/45dusrxYstHmyLxHgfaA8W?si=90300e9f30994fae,Run-iT-Up Records,"232,247"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/5dHvCxVNQ1VLkBayUxW7QG?si=586fa15e80684c5c,Boq,"280,690"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/3CTgMRaniohBcqj2kJIvOK?si=c9b6bc101f0c4479,"KGB Music Management, Corp.","1,307,924"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/2BzsHyqySE1tz1lXHNxbd8?si=d1a86abf95784ce9,IHU Records,"323,644"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/3t5nw1xRdBCHfE6qjJakc4?si=7e1e0d96bddd43ba,Boq,"426,448"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/6nWdBTULxjVfK8r0gultoD?si=8fca5e6c9f4a4ab2,Lantern,"21,948"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/5gmr50LTjyWGNyPp9UcDhw?si=2664f21b4b0442b9,Dubseven Records,"609,805"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/0ZVnhpBHZPGC5qNJoVTrhu?si=4a32b950e21541d2,PROLIFIC RECORDS ENT,"1,550,976"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/6miX3MFfMY2lfrDBN8SrLO?si=7b9e0c745d42486a,Damon Fletcher,"842,034"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/0CJE3LFe4cIkemq5kqTZsa?si=1a3bc4043690403e,1152235 Records DK,"118,056"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/5gc9GLALVLpa9CVOZdZznl?si=38332237a0ab4ecf,October Ends,
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/67l0zV5Hdiveisewie5mpO?si=f468300229274de7,Boq,"524,311"
https://open.spotify.com/playlist/4VEjsa1dYcKAf0blny13Jm,https://open.spotify.com/track/5X1FAF7wZZLaKUtgGxkIs7?si=67e13c9e9f474b1b,HØLLØW VØIĐ,"957,329"
,,,
